RISKCODE,KINDCODE,AGE,SEX,USEYEARS,policycode,YEARS,Device_ID,Counts
交强险,交强险,33,1,4,P2896,0.663013698630137,863158026711202,0
交强险,交强险,44,1,4,P2897,0.780821917808219,863158026721722,0
交强险,交强险,48,1,6,P2898,0.789041095890411,866699027794389,0
交强险,交强险,59,1,9,P2899,0.780821917808219,863158026733115,0
交强险,交强险,45,1,5,P2900,0.758904109589041,866699027793910,0
交强险,交强险,26,2,5,P2901,0.76986301369863,863158026704033,0
交强险,交强险,24,2,2,P2902,0.717808219178082,863158026723637,0
交强险,交强险,29,1,3,P2903,0.706849315068493,863158026701674,0
交强险,交强险,46,1,2,P2904,0.72054794520548,863158026706822,0
交强险,交强险,25,1,4,P2905,0.73972602739726,863158026715120,0
交强险,交强险,27,1,5,P2906,0.616438356164384,866699027791880,0
交强险,交强险,35,1,4,P2907,0.70958904109589,863158026725863,0
交强险,交强险,29,1,3,P2908,0.728767123287671,863158026707069,1
交强险,交强险,35,1,3,P2909,0.717808219178082,863158026714529,0
交强险,交强险,30,2,6,P2910,0.717808219178082,863158026724379,0
交强险,交强险,29,2,3,P2911,0.704109589041096,863158026725798,0
交强险,交强险,28,2,5,P2912,0.635616438356164,863158026729931,0
交强险,交强险,26,1,7,P2913,0.668493150684932,863158026720138,0
交强险,交强险,30,1,5,P2914,0.671232876712329,863158026709404,0
交强险,交强险,52,1,4,P2915,0.635616438356164,863158026722126,0
交强险,交强险,28,1,4,P2916,0.643835616438356,863158026723652,1
交强险,交强险,36,1,8,P2917,0.580821917808219,863158026704637,0
交强险,交强险,28,1,4,P2918,0.624657534246575,863158026732216,0
交强险,交强险,24,2,5,P2919,0.616438356164384,863158026709693,0
交强险,交强险,30,1,6,P2920,0.602739726027397,866699027795899,0
交强险,交强险,31,2,1,P2921,0.580821917808219,863158026724916,0
交强险,交强险,28,1,5,P2922,0.419178082191781,866699027792300,0
交强险,交强险,34,2,5,P2923,0.457534246575342,863158026720013,0
交强险,交强险,47,1,9,P2924,0.438356164383562,863158026714446,0
交强险,交强险,31,1,6,P2925,0.493150684931507,863158026716391,0
交强险,交强险,34,2,5,P2926,0.473972602739726,863158026701724,0
交强险,交强险,36,1,6,P2927,0.421917808219178,863158026721839,0
交强险,交强险,28,2,4,P2928,0.421917808219178,863158026727604,0
交强险,交强险,49,1,6,P2929,0.46027397260274,863158026701369,0
交强险,交强险,36,2,2,P2930,0.427397260273973,863158026726135,0
交强险,交强险,36,2,11,P2931,0.452054794520548,863158026707374,0
交强险,交强险,43,1,5,P2932,0.441095890410959,863158026718629,0
交强险,交强险,25,2,3,P2933,0.391780821917808,863158026725897,0
交强险,交强险,34,1,4,P2934,0.435616438356164,863158026701757,0
交强险,交强险,48,2,5,P2935,0.328767123287671,863158026701963,1
交强险,交强险,33,2,2,P2936,0.435616438356164,863158026723298,0
交强险,交强险,35,1,2,P2937,0.408219178082192,863158026725608,0
交强险,交强险,41,2,5,P2938,0.246575342465753,866699027795485,0
交强险,交强险,33,1,4,P2939,0.410958904109589,863158026711269,0
交强险,交强险,36,1,5,P2940,0.416438356164384,863158026723777,0
交强险,交强险,58,1,8,P2941,0.394520547945205,863158026731762,0
交强险,交强险,36,1,8,P2942,0.306849315068493,863158026706996,0
交强险,交强险,40,1,7,P2943,0.364383561643836,863158026703449,0
交强险,交强险,50,2,7,P2944,0.364383561643836,863158026708463,0
交强险,交强险,28,1,3,P2945,0.345205479452055,863158026731341,0
交强险,交强险,32,2,3,P2946,0.342465753424658,863158026704330,0
交强险,交强险,29,2,4,P2947,0.315068493150685,863158026709982,0
交强险,交强险,28,1,2,P2948,0.273972602739726,863158026721755,0
交强险,交强险,40,1,10,P2949,0.271232876712329,863158026713364,0
交强险,交强险,29,2,3,P2950,0.282191780821918,863158026706400,0
交强险,交强险,29,1,5,P2951,0.279452054794521,863158026726093,0
交强险,交强险,35,1,2,P2952,0.205479452054795,863158026725467,0
交强险,交强险,28,1,4,P2953,0.243835616438356,863158026731358,0
交强险,交强险,57,1,4,P2954,0.224657534246575,863158026723926,0
交强险,交强险,47,2,7,P2955,0.216438356164384,863158026722670,0
交强险,交强险,32,1,5,P2956,0.2,863158026721516,0
交强险,交强险,32,2,2,P2957,0.106849315068493,863158026722738,0
交强险,交强险,30,2,4,P2958,0.0821917808219178,863158026710907,0
交强险,交强险,58,2,3,P2959,0.183561643835616,863158026722274,0
交强险,交强险,44,1,5,P2960,0.167123287671233,866699027788712,0
交强险,交强险,46,1,4,P2961,0.164383561643836,863158026707473,0
交强险,交强险,47,1,2,P2962,0.156164383561644,866699027795139,0
交强险,交强险,35,2,5,P2963,0.131506849315068,863158026716284,0
交强险,交强险,56,1,4,P2964,0.10958904109589,863158026707937,0
交强险,交强险,60,1,5,P2965,0.0904109589041096,863158026705154,0
交强险,交强险,44,1,4,P2966,0.0794520547945206,863158026702714,0
交强险,交强险,51,1,6,P2967,0.0712328767123288,863158026725749,0
交强险,交强险,38,1,11,P2968,0.063013698630137,863158026728784,0
商业险费改前,盗抢险,35,1,4,P3003,1,863158026710360,0
商业险费改前,三者险,35,1,4,P3003,1,863158026710360,0
商业险费改前,车上人员险乘客,35,1,4,P3003,1,863158026710360,0
商业险费改前,车损险,35,1,4,P3003,1,863158026710360,0
商业险费改前,玻璃破碎险,35,1,4,P3003,1,863158026710360,0
商业险费改前,车上人员险驾驶,35,1,4,P3003,1,863158026710360,0
商业险费改前,三者险,22,2,0,P3004,1,863158026725897,0
商业险费改前,车上人员险乘客,22,2,0,P3004,1,863158026725897,0
商业险费改前,玻璃破碎险,22,2,0,P3004,1,863158026725897,0
商业险费改前,车损险,22,2,0,P3004,1,863158026725897,1
商业险费改前,车上人员险驾驶,22,2,0,P3004,1,863158026725897,0
商业险费改前,盗抢险,22,2,0,P3004,1,863158026725897,0
商业险费改前,车上人员险乘客,45,2,2,P3005,1,863158026701963,0
商业险费改前,三者险,45,2,2,P3005,1,863158026701963,0
商业险费改前,盗抢险,45,2,2,P3005,1,863158026701963,0
商业险费改前,车损险,45,2,2,P3005,1,863158026701963,0
商业险费改前,车上人员险驾驶,45,2,2,P3005,1,863158026701963,0
商业险费改前,三者险,33,1,3,P3006,1,863158026721839,0
商业险费改前,车上人员险驾驶,33,1,3,P3006,1,863158026721839,0
商业险费改前,车损险,33,1,3,P3006,1,863158026721839,0
商业险费改前,车上人员险乘客,33,1,3,P3006,1,863158026721839,0
商业险费改前,三者险,28,2,4,P3007,1,863158026712861,0
商业险费改前,盗抢险,46,2,4,P3008,1,863158026708463,0
商业险费改前,玻璃破碎险,46,2,4,P3008,1,863158026708463,0
商业险费改前,车损险,46,2,4,P3008,1,863158026708463,0
商业险费改前,车上人员险乘客,46,2,4,P3008,1,863158026708463,0
商业险费改前,三者险,46,2,4,P3008,1,863158026708463,1
商业险费改前,车上人员险驾驶,46,2,4,P3008,1,863158026708463,0
商业险费改前,车损险,32,1,0,P3009,1,863158026725608,0
商业险费改前,车上人员险驾驶,32,1,0,P3009,1,863158026725608,0
商业险费改前,玻璃破碎险,32,1,0,P3009,1,863158026725608,0
商业险费改前,三者险,32,1,0,P3009,1,863158026725608,0
商业险费改前,车上人员险乘客,32,1,0,P3009,1,863158026725608,0
商业险费改前,三者险,44,2,3,P3010,1,863158026722670,0
商业险费改前,车上人员险乘客,35,1,8,P3011,1,863158026728784,0
商业险费改前,三者险,35,1,8,P3011,1,863158026728784,0
商业险费改前,车上人员险驾驶,35,1,8,P3011,1,863158026728784,0
商业险费改前,车上人员险乘客,31,2,1,P3012,1,863158026716284,0
商业险费改前,车上人员险驾驶,31,2,1,P3012,1,863158026716284,0
商业险费改前,玻璃破碎险,43,1,1,P3013,1,863158026707473,0
商业险费改前,车损险,43,1,1,P3013,1,863158026707473,0
商业险费改前,三者险,43,1,1,P3013,1,863158026707473,0
商业险费改前,车上人员险驾驶,43,1,1,P3013,1,863158026707473,0
商业险费改前,车上人员险乘客,48,1,3,P3014,1,863158026725749,0
商业险费改前,车损险,48,1,3,P3014,1,863158026725749,0
商业险费改前,盗抢险,48,1,3,P3014,1,863158026725749,0
商业险费改前,三者险,48,1,3,P3014,1,863158026725749,0
商业险费改前,车上人员险驾驶,48,1,3,P3014,1,863158026725749,0
商业险费改前,三者险,45,1,6,P3015,1,863158026714446,0
商业险费改前,三者险,57,1,7,P3016,1,863158026733115,0
商业险费改前,三者险,50,1,3,P3017,1,863158026702490,0
商业险费改前,三者险,36,2,3,P3018,1,863158026716797,0
商业险费改前,三者险,24,2,3,P3019,1,863158026704033,0
商业险费改前,三者险,53,1,4,P3020,1,863158026704918,0
商业险费改前,三者险,26,1,0,P3021,1,863158026717985,0
商业险费改前,车损险,26,1,0,P3021,1,863158026717985,0
商业险费改前,三者险,42,1,0,P3022,1,863158026721938,0
商业险费改前,车损险,42,1,0,P3022,1,863158026721938,0
商业险费改前,三者险,32,1,9,P3023,1,863158026724262,0
商业险费改前,三者险,60,1,0,P3024,1,866699027792326,0
商业险费改前,三者险,22,2,3,P3025,1,863158026709693,0
商业险费改前,三者险,34,1,6,P3026,1,863158026704637,0
商业险费改前,三者险,24,1,0,P3027,1,863158026707184,1
商业险费改前,玻璃破碎险,36,1,5,P3028,1,863158026710360,1
商业险费改前,三者险,36,1,5,P3028,1,863158026710360,0
商业险费改前,车上人员险驾驶,36,1,5,P3028,1,863158026710360,0
商业险费改前,盗抢险,36,1,5,P3028,1,863158026710360,0
商业险费改前,车损险,36,1,5,P3028,1,863158026710360,1
商业险费改前,车上人员险乘客,36,1,5,P3028,1,863158026710360,0
商业险费改前,三者险,45,2,4,P3029,1,863158026722670,0
商业险费改前,车上人员险乘客,24,1,9,P3030,1,863158026719478,0
商业险费改前,车上人员险驾驶,24,1,9,P3030,1,863158026719478,0
商业险费改前,三者险,24,1,9,P3030,1,863158026719478,1
商业险费改前,三者险,24,1,4,P3031,1,863158026706657,0
商业险费改前,车损险,30,2,0,P3032,1,863158026722738,0
商业险费改前,车上人员险乘客,30,2,0,P3032,1,863158026722738,0
商业险费改前,三者险,30,2,0,P3032,1,863158026722738,0
商业险费改前,盗抢险,30,2,0,P3032,1,863158026722738,0
商业险费改前,车上人员险驾驶,30,2,0,P3032,1,863158026722738,0
商业险费改前,车损险,34,2,3,P3033,1,863158026724577,0
商业险费改前,三者险,34,2,3,P3033,1,863158026724577,0
商业险费改前,车损险,28,1,2,P3034,1,863158026713372,2
商业险费改前,三者险,28,1,2,P3034,1,863158026713372,2
商业险费改前,车损险,31,1,3,P3035,1,863158026704355,1
商业险费改前,三者险,31,1,3,P3035,1,863158026704355,0
商业险费改前,玻璃破碎险,31,1,3,P3035,1,863158026704355,0
商业险费改前,车上人员险乘客,31,1,3,P3035,1,863158026704355,0
商业险费改前,盗抢险,31,1,3,P3035,1,863158026704355,0
商业险费改前,车上人员险驾驶,31,1,3,P3035,1,863158026704355,0
商业险费改前,三者险,26,2,2,P3036,1,863158026711822,0
商业险费改前,车上人员险乘客,26,2,2,P3036,1,863158026711822,0
商业险费改前,盗抢险,26,2,2,P3036,1,863158026711822,0
商业险费改前,车上人员险驾驶,26,2,2,P3036,1,863158026711822,0
商业险费改前,车损险,26,2,2,P3036,1,863158026711822,1
商业险费改前,玻璃破碎险,26,2,2,P3036,1,863158026711822,0
商业险费改前,三者险,46,1,7,P3037,1,863158026714446,0
商业险费改前,三者险,37,2,2,P3038,1,863158026710329,0
商业险费改前,车上人员险驾驶,37,2,2,P3038,1,863158026710329,0
商业险费改前,车损险,37,2,2,P3038,1,863158026710329,0
商业险费改前,车上人员险乘客,37,2,2,P3038,1,863158026710329,0
商业险费改前,三者险,27,1,5,P3039,1,863158026733024,0
商业险费改前,三者险,37,1,5,P3040,1,863158026725756,1
商业险费改前,三者险,41,1,1,P3041,1,863158026705097,0
商业险费改前,盗抢险,41,1,1,P3041,1,863158026705097,0
商业险费改前,车损险,50,1,0,P3042,1,863158026723660,1
商业险费改前,玻璃破碎险,50,1,0,P3042,1,863158026723660,0
商业险费改前,盗抢险,50,1,0,P3042,0.983561643835616,863158026723660,0
商业险费改前,三者险,50,1,0,P3042,1,863158026723660,0
商业险费改前,玻璃破碎险,24,1,0,P3043,1,866699027791955,0
商业险费改前,三者险,24,1,0,P3043,1,866699027791955,0
商业险费改前,车损险,24,1,0,P3043,1,866699027791955,0
商业险费改前,车上人员险乘客,42,1,1,P3044,1,863158026702417,0
商业险费改前,玻璃破碎险,42,1,1,P3044,1,863158026702417,0
商业险费改前,车上人员险驾驶,42,1,1,P3044,1,863158026702417,0
商业险费改前,车损险,42,1,1,P3044,1,863158026702417,0
商业险费改前,三者险,42,1,1,P3044,1,863158026702417,0
商业险费改前,盗抢险,42,1,1,P3044,1,863158026702417,0
商业险费改前,三者险,51,1,4,P3045,1,863158026702490,0
商业险费改前,三者险,36,1,5,P3046,1,863158026707697,0
商业险费改前,三者险,34,2,1,P3047,1,866699027795386,0
商业险费改前,车损险,34,2,1,P3047,1,866699027795386,0
商业险费改前,玻璃破碎险,25,2,4,P3048,1,863158026725160,0
商业险费改前,车上人员险乘客,25,2,4,P3048,1,863158026725160,0
商业险费改前,盗抢险,25,2,4,P3048,1,863158026725160,0
商业险费改前,三者险,25,2,4,P3048,1,863158026725160,1
商业险费改前,车上人员险驾驶,25,2,4,P3048,1,863158026725160,0
商业险费改前,车损险,25,2,4,P3048,1,863158026725160,2
商业险费改前,三者险,36,1,1,P3049,1,866699027792276,1
商业险费改前,车损险,36,1,1,P3049,1,866699027792276,1
商业险费改前,盗抢险,36,1,1,P3049,1,866699027792276,0
商业险费改前,玻璃破碎险,36,1,1,P3049,1,866699027792276,0
商业险费改前,三者险,40,1,3,P3050,1,863158026708489,0
商业险费改前,车上人员险乘客,40,1,3,P3050,1,863158026708489,0
商业险费改前,玻璃破碎险,40,1,3,P3050,1,863158026708489,0
商业险费改前,盗抢险,40,1,3,P3050,1,863158026708489,0
商业险费改前,车上人员险驾驶,40,1,3,P3050,1,863158026708489,0
商业险费改前,车损险,40,1,3,P3050,1,863158026708489,0
商业险费改前,车损险,27,1,3,P3051,1,863158026731358,1
商业险费改前,三者险,27,1,3,P3051,1,863158026731358,0
商业险费改前,三者险,30,1,3,P3052,1,863158026703084,0
商业险费改前,三者险,34,1,2,P3053,1,863158026714529,0
商业险费改前,车损险,34,1,2,P3053,1,863158026714529,0
商业险费改前,车上人员险驾驶,47,1,11,P3054,1,863158026713430,0
商业险费改前,车损险,33,2,4,P3055,1,863158026708687,2
商业险费改前,玻璃破碎险,33,2,4,P3055,1,863158026708687,0
商业险费改前,三者险,33,2,4,P3055,1,863158026708687,0
商业险费改前,三者险,58,1,8,P3056,1,863158026733115,0
商业险费改前,车上人员险驾驶,37,1,3,P3057,1,863158026729568,0
商业险费改前,车损险,37,1,3,P3057,1,863158026729568,1
商业险费改前,车上人员险乘客,37,1,3,P3057,1,863158026729568,0
商业险费改前,玻璃破碎险,37,1,3,P3057,1,863158026729568,0
商业险费改前,三者险,37,1,3,P3057,1,863158026729568,0
商业险费改前,三者险,35,1,1,P3058,1,863158026715088,0
商业险费改前,车损险,28,2,2,P3059,1,863158026725798,0
商业险费改前,车上人员险驾驶,28,2,2,P3059,1,863158026725798,0
商业险费改前,三者险,28,2,2,P3059,1,863158026725798,0
商业险费改前,车上人员险乘客,28,2,2,P3059,1,863158026725798,0
商业险费改前,三者险,45,1,1,P3060,1,863158026701955,0
商业险费改前,车损险,45,1,1,P3060,1,863158026701955,0
商业险费改前,车上人员险乘客,45,1,1,P3060,1,863158026701955,0
商业险费改前,车上人员险驾驶,45,1,1,P3060,1,863158026701955,0
商业险费改前,盗抢险,32,1,6,P3061,1,863158026715385,0
商业险费改前,玻璃破碎险,32,1,6,P3061,1,863158026715385,0
商业险费改前,车上人员险驾驶,32,1,6,P3061,1,863158026715385,0
商业险费改前,三者险,32,1,6,P3061,1,863158026715385,0
商业险费改前,车上人员险乘客,32,1,6,P3061,1,863158026715385,0
商业险费改前,车损险,32,1,6,P3061,1,863158026715385,0
商业险费改前,三者险,29,2,5,P3062,1,863158026724379,0
商业险费改前,三者险,25,1,6,P3063,1,863158026720138,0
商业险费改前,车上人员险驾驶,34,1,5,P3064,1,863158026706335,0
商业险费改前,车上人员险乘客,34,1,5,P3064,1,863158026706335,0
商业险费改前,三者险,34,1,5,P3064,1,863158026706335,0
商业险费改前,车损险,34,1,5,P3064,1,863158026706335,0
商业险费改前,车损险,51,1,3,P3065,1,863158026722126,1
商业险费改前,三者险,51,1,3,P3065,1,863158026722126,0
商业险费改前,车损险,26,1,4,P3066,1,866699027791880,0
商业险费改前,三者险,26,1,4,P3066,1,866699027791880,0
商业险费改前,车上人员险乘客,27,2,4,P3067,1,863158026729931,0
商业险费改前,车上人员险驾驶,27,2,4,P3067,1,863158026729931,0
商业险费改前,三者险,27,2,4,P3067,1,863158026729931,0
商业险费改前,车损险,27,2,4,P3067,1,863158026729931,0
商业险费改前,三者险,23,2,4,P3068,1,863158026709693,0
商业险费改前,三者险,35,1,7,P3069,1,863158026704637,0
商业险费改前,车上人员险驾驶,29,1,5,P3070,1,863158026716391,0
商业险费改前,三者险,29,1,5,P3070,1,863158026716391,1
商业险费改前,玻璃破碎险,29,1,5,P3070,1,863158026716391,0
商业险费改前,车上人员险乘客,29,1,5,P3070,1,863158026716391,0
商业险费改前,车损险,29,1,5,P3070,1,863158026716391,1
商业险费改前,三者险,25,1,1,P3071,1,863158026707184,1
商业险费改前,车损险,25,1,1,P3071,1,863158026707184,1
商业险费改前,车损险,32,2,4,P3072,1,863158026701724,0
商业险费改前,三者险,32,2,4,P3072,1,863158026701724,1
商业险费改前,车损险,33,2,4,P3073,1,863158026720013,0
商业险费改前,车上人员险驾驶,33,2,4,P3073,1,863158026720013,0
商业险费改前,三者险,33,2,4,P3073,1,863158026720013,0
商业险费改前,车上人员险驾驶,35,2,1,P3074,1,863158026726135,0
商业险费改前,盗抢险,35,2,1,P3074,1,863158026726135,0
商业险费改前,三者险,35,2,1,P3074,1,863158026726135,1
商业险费改前,车上人员险乘客,35,2,1,P3074,1,863158026726135,0
商业险费改前,车损险,35,2,1,P3074,1,863158026726135,1
商业险费改前,车损险,48,1,5,P3075,1,863158026701369,0
商业险费改前,车上人员险驾驶,48,1,5,P3075,1,863158026701369,0
商业险费改前,三者险,48,1,5,P3075,1,863158026701369,0
商业险费改前,车上人员险乘客,48,1,5,P3075,1,863158026701369,0
商业险费改前,三者险,27,1,4,P3076,1,866699027792300,0
商业险费改前,车损险,27,1,4,P3076,1,866699027792300,0
商业险费改前,玻璃破碎险,27,1,4,P3076,1,866699027792300,0
商业险费改前,三者险,35,2,10,P3077,1,863158026707374,0
商业险费改前,三者险,35,1,4,P3078,1,863158026723777,0
商业险费改前,车上人员险驾驶,35,1,4,P3078,1,863158026723777,0
商业险费改前,盗抢险,35,1,4,P3078,1,863158026723777,0
商业险费改前,车上人员险乘客,35,1,4,P3078,1,863158026723777,0
商业险费改前,车损险,35,1,4,P3078,1,863158026723777,0
商业险费改前,三者险,42,1,4,P3079,1,863158026718629,0
商业险费改前,车损险,42,1,4,P3079,1,863158026718629,0
商业险费改前,车上人员险驾驶,42,1,4,P3079,1,863158026718629,0
商业险费改前,玻璃破碎险,42,1,4,P3079,1,863158026718629,0
商业险费改前,盗抢险,42,1,4,P3079,1,863158026718629,0
商业险费改前,车上人员险乘客,42,1,4,P3079,1,863158026718629,0
商业险费改前,车损险,32,2,1,P3080,1,863158026723298,0
商业险费改前,三者险,32,2,1,P3080,1,863158026723298,0
商业险费改前,车损险,33,1,3,P3081,1,863158026701757,0
商业险费改前,三者险,33,1,3,P3081,1,863158026701757,0
商业险费改前,车损险,27,2,3,P3082,1,863158026727604,0
商业险费改前,三者险,27,2,3,P3082,1,863158026727604,0
商业险费改前,车上人员险乘客,27,2,3,P3082,1,863158026727604,0
商业险费改前,车上人员险驾驶,27,2,3,P3082,1,863158026727604,0
商业险费改前,车上人员险驾驶,37,1,6,P3083,1,863158026710360,0
商业险费改前,玻璃破碎险,37,1,6,P3083,1,863158026710360,1
商业险费改前,三者险,37,1,6,P3083,1,863158026710360,0
商业险费改前,盗抢险,37,1,6,P3083,1,863158026710360,0
商业险费改前,车损险,37,1,6,P3083,1,863158026710360,0
商业险费改前,车上人员险乘客,37,1,6,P3083,1,863158026710360,0
商业险费改前,三者险,35,1,5,P3084,1,863158026721839,0
商业险费改前,车上人员险驾驶,35,1,5,P3084,1,863158026721839,0
商业险费改前,车损险,35,1,5,P3084,1,863158026721839,0
商业险费改前,车上人员险乘客,35,1,5,P3084,1,863158026721839,0
商业险费改前,三者险,31,1,3,P3085,1,863158026711269,0
商业险费改前,三者险,26,1,4,P3086,1,863158026724759,1
商业险费改前,车损险,34,1,1,P3087,1,863158026725608,0
商业险费改前,三者险,34,1,1,P3087,1,863158026725608,1
商业险费改前,车上人员险驾驶,34,1,1,P3087,1,863158026725608,0
商业险费改前,车上人员险乘客,34,1,1,P3087,1,863158026725608,0
商业险费改前,车上人员险驾驶,24,2,2,P3088,1,863158026725897,0
商业险费改前,盗抢险,24,2,2,P3088,1,863158026725897,0
商业险费改前,三者险,24,2,2,P3088,1,863158026725897,0
商业险费改前,车上人员险乘客,24,2,2,P3088,1,863158026725897,0
商业险费改前,车损险,24,2,2,P3088,1,863158026725897,0
商业险费改前,玻璃破碎险,24,2,2,P3088,1,863158026725897,0
商业险费改前,三者险,48,2,6,P3089,1,863158026708463,0
商业险费改前,三者险,57,1,7,P3090,1,863158026731762,0
商业险费改前,三者险,46,2,5,P3091,1,863158026722670,0
商业险费改前,车损险,28,2,3,P3092,1,863158026709982,0
商业险费改前,三者险,28,2,3,P3092,1,863158026709982,0
商业险费改前,玻璃破碎险,28,2,3,P3092,1,863158026709982,0
商业险费改前,车上人员险驾驶,28,2,3,P3092,1,863158026709982,0
商业险费改前,车上人员险乘客,28,2,3,P3092,1,863158026709982,0
商业险费改前,车损险,27,1,2,P3093,1,863158026731341,0
商业险费改前,三者险,27,1,2,P3093,1,863158026731341,0
商业险费改前,三者险,40,2,4,P3094,1,866699027795485,0
商业险费改前,车损险,40,2,4,P3094,1,866699027795485,0
商业险费改前,车上人员险驾驶,40,2,4,P3094,1,866699027795485,0
商业险费改前,车上人员险驾驶,28,2,2,P3095,1,863158026706400,0
商业险费改前,车损险,28,2,2,P3095,1,863158026706400,0
商业险费改前,三者险,28,2,2,P3095,1,863158026706400,0
商业险费改前,车上人员险乘客,28,2,2,P3095,1,863158026706400,0
商业险费改前,三者险,47,2,4,P3096,1,863158026701963,1
商业险费改前,盗抢险,47,2,4,P3096,1,863158026701963,0
商业险费改前,车上人员险乘客,47,2,4,P3096,1,863158026701963,0
商业险费改前,车损险,47,2,4,P3096,1,863158026701963,1
商业险费改前,车上人员险驾驶,47,2,4,P3096,1,863158026701963,0
商业险费改前,车上人员险驾驶,35,1,7,P3097,1,863158026706996,0
商业险费改前,车上人员险乘客,35,1,7,P3097,1,863158026706996,0
商业险费改前,三者险,35,1,7,P3097,1,863158026706996,0
商业险费改前,三者险,27,1,1,P3098,1,863158026721755,0
商业险费改前,车损险,27,1,1,P3098,1,863158026721755,0
商业险费改前,车损险,30,2,3,P3099,1,863158026707622,0
商业险费改前,三者险,30,2,3,P3099,1,863158026707622,0
商业险费改前,车上人员险驾驶,25,1,10,P3100,1,863158026719478,0
商业险费改前,三者险,25,1,10,P3100,1,863158026719478,0
商业险费改前,车上人员险乘客,25,1,10,P3100,1,863158026719478,0
商业险费改前,车损险,29,1,4,P3101,1,863158026726093,0
商业险费改前,三者险,29,1,4,P3101,1,863158026726093,0
商业险费改前,三者险,31,1,4,P3102,1,863158026721516,0
商业险费改前,车损险,27,1,1,P3103,1,863158026725467,0
商业险费改前,三者险,27,1,1,P3103,1,863158026725467,2
商业险费改前,三者险,28,2,3,P3104,1,863158026710907,0
商业险费改前,车损险,28,2,3,P3104,1,863158026710907,0
商业险费改前,盗抢险,55,1,3,P3105,1,863158026723926,0
商业险费改前,三者险,55,1,3,P3105,1,863158026723926,0
商业险费改前,车损险,55,1,3,P3105,1,863158026723926,0
商业险费改前,玻璃破碎险,45,1,3,P3106,1,863158026707473,0
商业险费改前,车损险,45,1,3,P3106,1,863158026707473,0
商业险费改前,三者险,45,1,3,P3106,1,863158026707473,0
商业险费改前,车损险,43,1,4,P3107,1,866699027788712,0
商业险费改前,三者险,43,1,4,P3107,1,866699027788712,0
商业险费改前,车损险,46,1,1,P3108,1,866699027795139,0
商业险费改前,三者险,46,1,1,P3108,1,866699027795139,0
商业险费改前,盗抢险,55,1,3,P3109,1,863158026707937,0
商业险费改前,三者险,55,1,3,P3109,1,863158026707937,0
商业险费改前,车损险,55,1,3,P3109,1,863158026707937,1
商业险费改前,三者险,37,1,2,P3110,0.158904109589041,863158026714602,0
商业险费改前,玻璃破碎险,37,1,2,P3110,0.158904109589041,863158026714602,0
商业险费改前,车损险,37,1,2,P3110,0.158904109589041,863158026714602,0
商业险费改前,三者险,29,2,4,P3111,1,863158020758316,0
商业险费改前,车上人员险驾驶,37,1,10,P3112,1,863158026728784,0
商业险费改前,三者险,37,1,10,P3112,1,863158026728784,0
商业险费改前,车上人员险乘客,37,1,10,P3112,1,863158026728784,0
商业险费改前,车损险,28,1,2,P3113,0.931506849315068,863158026720039,0
商业险费改前,三者险,28,1,2,P3113,0.931506849315068,863158026720039,0
商业险费改前,车上人员险驾驶,31,2,1,P3114,1,863158026722738,0
商业险费改前,盗抢险,31,2,1,P3114,1,863158026722738,0
商业险费改前,三者险,31,2,1,P3114,1,863158026722738,0
商业险费改前,车上人员险乘客,31,2,1,P3114,1,863158026722738,0
商业险费改前,车损险,31,2,1,P3114,1,863158026722738,1
商业险费改前,三者险,34,1,6,P3115,0.989041095890411,863158026721458,0
商业险费改前,三者险,50,1,5,P3116,1,863158026725749,0
商业险费改前,玻璃破碎险,50,1,5,P3116,1,863158026725749,0
商业险费改前,车损险,50,1,5,P3116,1,863158026725749,0
商业险费改前,三者险,44,1,3,P3117,1,863158026702714,0
商业险费改前,车损险,44,1,3,P3117,1,863158026702714,0
商业险费改前,车损险,27,1,3,P3118,0.964383561643836,863158026707788,0
商业险费改前,三者险,27,1,3,P3118,0.964383561643836,863158026707788,0
商业险费改前,车损险,29,1,3,P3119,0.841095890410959,863158026713372,0
商业险费改前,三者险,29,1,3,P3119,0.841095890410959,863158026713372,0
商业险费改前,三者险,40,1,9,P3120,1,863158026713364,0
商业险费改前,车损险,46,1,3,P3121,0.950684931506849,863158026728354,0
商业险费改前,三者险,46,1,3,P3121,0.950684931506849,863158026728354,1
商业险费改前,车损险,47,1,4,P3122,0.989041095890411,863158026724049,1
商业险费改前,三者险,47,1,4,P3122,0.989041095890411,863158026724049,1
商业险费改前,三者险,32,2,2,P3123,0.96986301369863,863158026725590,0
商业险费改前,车上人员险乘客,32,2,2,P3123,0.96986301369863,863158026725590,0
商业险费改前,车损险,32,2,2,P3123,0.96986301369863,863158026725590,0
商业险费改前,车上人员险驾驶,32,2,2,P3123,0.96986301369863,863158026725590,0
商业险费改前,三者险,38,2,5,P3124,0.876712328767123,863158026716797,0
商业险费改前,三者险,26,2,3,P3125,0.972602739726027,866699027795337,0
商业险费改前,盗抢险,26,2,3,P3125,0.972602739726027,866699027795337,0
商业险费改前,玻璃破碎险,26,2,3,P3125,0.972602739726027,866699027795337,0
商业险费改前,车损险,26,2,3,P3125,0.972602739726027,866699027795337,0
商业险费改前,盗抢险,50,1,1,P3126,0.854794520547945,863158026715179,0
商业险费改前,车损险,50,1,1,P3126,0.854794520547945,863158026715179,0
商业险费改前,三者险,50,1,1,P3126,0.854794520547945,863158026715179,0
